Timestamp,Age ,Gender,Educational Background,"Do you regularly use AI tools (e.g., ChatGPT, Grammarly)","If yes, how often?",What tasks do you use AI for? ,"On a scale of 1–5, how dependent do you feel on AI?","Without using AI, write a paragraph :
""If the internet disappeared tomorrow, how would your life change?""
Please write without AI assistance. This helps us measure natural creativity and mental effort.",Were you aware that AI could generate write-ups?,How mentally tiring was the task?,How confident are you in your originality?,Were you tempted to use AI while writing?,Do you feel AI has reduced your own creativity?
7/25/2025 4:28:26 PM GMT+5:30,20,Male,Undergraduate,Yes,A few times a week,Writing;Research;Coding,3,"This would have a huge impact on anyone in todays generation . We talk to our friends more often on internet than meeting physically . We consume a lot of content either educational , motivational or studies from the Internet . Most of people follow e books or notes rather then studying from bulky books ",yes,8,5,No,Maybe
7/25/2025 12:51:31 PM GMT+5:30,21,Male,Undergraduate,Yes,A few times a week,Research;Understanding my study material + research,3,A,yes,5,9,Yes,Yes
7/25/2025 5:36:17 PM GMT+5:30,21,Female,Undergraduate,Yes,Multiple times a day,Research;Coding;Brainstorming,3,A,No,1,10,Yes,Yes
7/25/2025 5:27:16 PM GMT+5:30,19,Male,Undergraduate,Yes,Rarely,Writing;Research;Coding;Brainstorming,1,"It has both pros and cons, pros will be people will get close to nature and start thinking of themself and cons are it will take up the jobs and rise to unstable financial conditions.",yes,1,10,No,Yes
7/25/2025 2:27:13 PM GMT+5:30,20,Female,Undergraduate,Yes,Multiple times a day,Writing;Research;Brainstorming;,4,"In this fast paced age of ever changing technology one can hardly imagine a life without the internet. Our lives have become so dependable on the internet that we use it even for the smallest thing. So to imagine a life without it is nearly impossible, one will suddenly feel lost and all the things which run because of the internet will loose their utility. It is because of the internet that we have been able to change the world into a global village therefore if the internet isn't there, not just our personal lives but the whole world will come to a standstill.",yes,5,9,No,Yes
7/25/2025 12:27:57 PM GMT+5:30,23,Male,Graduate,Yes,Multiple times a day,Writing;Coding,3,"My education system has provided me enough knowledge and skills about not being dependent too much on internet.Tge additional knowledge required freelyvib librAry books etc.,though internet really helps,the human creativity and application of knowledge is still relevant ",No,3,8,No,Yes
7/25/2025 4:05:52 PM GMT+5:30,32,Female,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding,3,Every research is based on primary data and thus will take ore time .,yes,10,10,No,Yes
7/25/2025 1:39:40 PM GMT+5:30,21,Male,Undergraduate,Yes,Multiple times a day,Brainstorming,3,"If the internet disappeared tomorrow, the whole life will change as everyone is dependent on internet, the work will be stopped in corporates, schools, colleges, institutes etc. as internet is required everywhere and in everything. ",yes,4,7,Yes,Yes
7/25/2025 10:54:22 AM GMT+5:30,21,Female,Undergraduate,Yes,Multiple times a day,Brainstorming,3,"If internet disappeared tomorrow, it would drastically change our lives. No internet, no social media, everything would just stop. Systems will crash, people will be disconnected, society and economies will fall.",yes,7,10,Yes,Maybe
7/25/2025 12:03:04 PM GMT+5:30,21,Female,Undergraduate,Yes,Multiple times a day,Research,3,"As we frequently use web or other applications daily, so without internet a deep impact on emotions may impact.",No,4,8,Yes,Yes
7/25/2025 11:12:44 AM GMT+5:30,21,Female,Graduate,Yes,Multiple times a day,Writing;Research,4,"If the internet disappeared tomorrow firstly it would he very difficult for me to realise that this really happened honestly i will freak out and make myself believe that this really happened in the morning first thing after i get freshened up i check my phone WhatsApp Instagram and other social media platforms my messages calls from family friends and others firstly that thing will be gone no connection with any of my mutuals so that will kinda hurt me a lil that i connect with my freind and family members who live far from me or abroad and there will be no entertainment stuff like youtube, Netflix and other streaming platforms and i cant use any online facilities like ordering food from zomato or grocery from blinkit and i can use upi to pay all the knlinw paying system will die so first i would not be able to realise that from now onwards i cant use this all things and to be honest not just me anyone else will also be not able to believe that this is really happening like in the year 2026 the world is completely running on internet all the multi billion dollar businesses are running on internet if internet would be gone there would be no life for me because in today modern world all of us are fully dependent on internet and like my life will be better in terms of like i would know my city better i would spend time reading books and watching the sun and nature more which is also nice but in today world like life is fully dependent on internet it is still difficult to live without internet so it would be difficult for me to survive properly without internet like it would take lot of time for me to get habitual without internet so in the last i would say that we all know we are fully dependent on internet and everyone else will also agree with me that internet also makes things easy so life without internet is something which i cannot imagine ",yes,9,10,Yes,No
7/25/2025 6:14:15 PM GMT+5:30,37,Male,Postgraduate / PhD,Yes,A few times a week,Research,1,"I would feel lost without the internet, No ways to chat with friends, no instant news or updates, and no quick answers for any of my questions. Internet is now an essential part of our life. But, life goes on so I would try to mend myself to the new lifestyle without the internet",No,1,5,No,Maybe
7/25/2025 12:44:40 PM GMT+5:30,21,Male,Graduate,No,,,1,"The life will go to good old days when the work was only about producing output which were tangible. The work culture is going to change where the research , education , academics and other forms of jobs/service will be done only in physical mode. We will again have friends in physical format rather than the ones we have over FB , Instagram etc. rather than visiting the places online , we will start going to the places for real. Online shopping will go and visit to groceery stores, markets will flow again. Banks and Post offices will be flooded with people again . Transactions will be done with actual currency notes. So it has its own advantages and disadvantages. ",yes,10,5,No,Yes
7/25/2025 3:39:00 PM GMT+5:30,19,Male,Undergraduate,Yes,Multiple times a day,Research,4,"If the internet disappeared tomorrow, my life would change drastically. I rely on it daily for work, communication, entertainment, and even basic tasks like checking the weather or navigating directions. Without it, I’d have to return to more traditional methods—using paper maps, making phone calls, and visiting libraries for information. My work, which depends on online tools and email, would become slower and more limited, requiring face-to-face meetings or phone calls. Staying in touch with friends and family, especially those far away, would become more challenging. I'd likely spend more time outdoors or reading books, but the sudden shift would be overwhelming. Services like online banking, shopping, and news updates would disappear, creating inconveniences in everyday life. Although I might eventually adapt, the loss of instant access to information and global connection would leave a significant void and require a complete restructuring of how I live and interact with the world.",yes,1,10,No,No
7/25/2025 11:04:20 AM GMT+5:30,20,Male,Undergraduate,No,,,1,If interest disappears suddenly firstly it would make me upset coz i cant use my social media handles  moreover i m unable to have video chat with my bae .,yes,6,10,No,Yes
7/25/2025 2:51:31 PM GMT+5:30,19,Female,Undergraduate,Yes,Multiple times a day,Research,3,Very less to minimal changes ,No,3,5,Yes,No
7/25/2025 1:25:49 PM GMT+5:30,29,Female,Graduate,Yes,A few times a week,Research,3,It would be difficult as I live far from my family and without internet I wont be able to talk to them. ,yes,1,9,Yes,Yes
7/25/2025 6:06:05 PM GMT+5:30,21,Female,Undergraduate,Yes,Multiple times a day,Brainstorming,2,"If the internet were to disappear tomorrow, the sky would be bluer, the flowers would finally give off a fragrance and I would see the world a bit better. Internet is an essential part of our daily lives, one such that without it today I would definitely feel handicapped. Yet I can’t help but ponder how significantly my lifestyle would change if it becomes non-existential. Maybe i would devote more time to things i dont get time for or to things i gave up on completely. But maybe i would get bored out of my mind. Maybe i would be more creative, energetic, and lively. But then again maybe, things would get rather complicated than getting simpler just due to the fact that now i am used to the comfort of getting things one tap away. All in all, the idea of internet not being anymore is a hypothetical one consider how fast paced we race towards technology and new developments everyday. It is still an interesting question to wonder about, “what was life like before it ever existed? How was it different? And how different it will be after when it is gone” If we think about it, the future generations are going yo grow up with AI and maybe one day they will write a paragraph on how life would be if AI dissappeared. They will wonder how we managed it, but they wouldnt be able to imagine their own world without it. Or maybe they would struggle to write the paragraph itself because it would be forgotten we could write too, that we are capable of efforts too without asking a machine for every small detail. And yet you cant blame the machine that was invented to bring us that confort in the very first place.",yes,1,10,No,Yes
